Logger Asset Code,Asset Code,Description,Make,Model,Meter Units,Meter Pulse Value,Classification Group,Logger Channel,Utility Type,??,Meter Type,Building Code,Building Name,Space,Additional Location Info,Tenant meter,Fiscal meter,Parent meter,Child meters,Communications type,Electrical panel ID
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/C1,Virtual CNC 1,,,,,Energy sensor,C1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/D1,Heating Pumps 1 &amp; 2,,,,,Energy sensor,D1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/D2,HWS Pumps,,,,,Energy sensor,D2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/D3,Immersion 1,,,,,Energy sensor,D3,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/D4,Immersion 2,,,,,Energy sensor,D4,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/D5,Driver 5,,,,,Energy sensor,D5,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/e2,Supervisor,,,,,Energy sensor,e2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F1,Function 1,,,,,Energy sensor,F1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F10,Function 10,,,,,Energy sensor,F10,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F13,Function 13,,,,,Energy sensor,F13,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F14,Function 14,,,,,Energy sensor,F14,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F15,Function 15,,,,,Energy sensor,F15,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F16,Space Frost SP,,,,,Energy sensor,F16,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F17, Space Frost,,,,,Energy sensor,F17,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F18,Function 18,,,,,Energy sensor,F18,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F19,Boiler Demand Stage 1,,,,,Energy sensor,F19,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F2,Function 2,,,,,Energy sensor,F2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F20,Boiler Demand Stage 2,,,,,Energy sensor,F20,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F21,Boiler Demand Stage 3,,,,,Energy sensor,F21,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F22,Boiler Demand 10-33%,,,,,Energy sensor,F22,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F23,Boiler Demand 33-66%,,,,,Energy sensor,F23,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F24,Boiler Demand 66%+,,,,,Energy sensor,F24,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F25,Function 25,,,,,Energy sensor,F25,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F3,Function 3,,,,,Energy sensor,F3,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F4,Function 4,,,,,Energy sensor,F4,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F5,Outside air temperature heating inhibit,,,,,Energy sensor,F5,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F6,Function 6,,,,,Energy sensor,F6,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F7,Outside air temperature frost,,,Degrees Celsius,,Energy sensor,F7,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F8,Function 8,,,,,Energy sensor,F8,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/F9,Function 9,,,,,Energy sensor,F9,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G1,Logic 1,,,,,Energy sensor,G1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G10,Sec Pump Demand,,,,,Energy sensor,G10,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G11,Heating demand,,,,,Energy sensor,G11,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G12,Immersion Demand,,,,,Energy sensor,G12,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G13,Change duty,,,,,Energy sensor,G13,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G14,Logic 14,,,,,Energy sensor,G14,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G15,Immersion 2 Delay On,,,,,Energy sensor,G15,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G2,Logic 2,,,,,Energy sensor,G2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G20,Summer ECO,,,,,Energy sensor,G20,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G21,OAT Frost ,,,,,Energy sensor,G21,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G22,Water frost,,,,,Energy sensor,G22,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G23,Any Frost On,,,,,Energy sensor,G23,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G24,Logic 24,,,,,Energy sensor,G24,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G25,Immersion heater hours run,,,Hours,,Energy sensor,G25,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G26,Immersion heater hours run,,,Hours,,Energy sensor,G26,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G27,Logic 27,,,,,Energy sensor,G27,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G28,Logic 28,,,,,Energy sensor,G28,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G29,LPHWPumpP2Reqd,,,,,Energy sensor,G29,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G3,Logic 3,,,,,Energy sensor,G3,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G30,Logic 30,,,,,Energy sensor,G30,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G31,Logic 31,,,,,Energy sensor,G31,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G32,Logic 32,,,,,Energy sensor,G32,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G33,LPHWPumpP1Reqd,,,,,Energy sensor,G33,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G34,Logic 34,,,,,Energy sensor,G34,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G35,Logic 35,,,,,Energy sensor,G35,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G36,Logic 36,,,,,Energy sensor,G36,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G37,Fail Reset,,,,,Energy sensor,G37,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G4,Logic 4,,,,,Energy sensor,G4,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G5,Logic 5,,,,,Energy sensor,G5,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G6,Logic 6,,,,,Energy sensor,G6,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G7,Logic 7,,,,,Energy sensor,G7,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/G8,Logic 8,,,,,Energy sensor,G8,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I1,Heating P1 Running,,,,,Energy sensor,I1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/i1,IO Module 1,,,,,Energy sensor,i1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I10,Summer ECO active,,,,,Energy sensor,I10,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I13,LPHW Pump1Fail,,,,,Energy sensor,I13,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I14,LPHW Pump2Fail,,,,,Energy sensor,I14,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I2,HWS Pump Auto,,,,,Energy sensor,I2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I3,Immersion 1Auto,,,,,Energy sensor,I3,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I4,Immersion 2 Auto,,,,,Energy sensor,I4,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I5,High Pressure,,,,,Energy sensor,I5,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I6,Low Pressure,,,,,Energy sensor,I6,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I7,Pressure Unit Trip,,,,,Energy sensor,I7,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/I8,Heating P2 Running,,,,,Energy sensor,I8,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/K10,Knob 10,,,,,Energy sensor,K10,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/K11,MTHW Immersions allow,,,,,Energy sensor,K11,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/K2,Hot water service setpoint,,,Degrees Celsius,,Energy sensor,K2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/K6,Outside air temperature heating inhibit,,,,,Energy sensor,K6,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/K7,Outside air temperature frost protection,,,,,Energy sensor,K7,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/K8,Water frost protection,,,Degrees Celsius,,Energy sensor,K8,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/K9,Space frost protection,,,Degrees Celsius,,Energy sensor,K9,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/n1,TREND_00_54_5B,,,,,Energy sensor,n1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/o5,Alarm Route 1,,,,,Energy sensor,o5,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/o6,Alarm Route 2,,,,,Energy sensor,o6,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/o7,Alarm Route 3,,,,,Energy sensor,o7,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P1,LPHW Flow,,,,,Energy sensor,P1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P10,Immersion heater hours run,,,Hours,,Energy sensor,P10,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P11,Immersion heater hoursr run total,,,Hours,,Energy sensor,P11,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P2,LPHW Return,,,,,Energy sensor,P2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P3,Hot water service flow,,,Degrees Celsius,,Energy sensor,P3,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P4,HWS Return,,,,,Energy sensor,P4,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P5,Room Temp A2,,,Degrees Celsius,,Energy sensor,P5,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P6,Room Temp D31,,,Degrees Celsius,,Energy sensor,P6,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P7,Average Space Temp,,,Degrees Celsius,,Energy sensor,P7,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P8,Medium temperature hot water flow temperature,,,Degrees Celsius,,Energy sensor,P8,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/P9,Medium temperature hot water return temperature,,,Degrees Celsius,,Energy sensor,P9,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/Q1,Sequence Table 1,,,,,Energy sensor,Q1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S1,LPHW Flow,,,,,Energy sensor,S1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S10,Outside air temperature,,,Degrees Celsius,,Energy sensor,S10,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S11,Average Space Temp,,,Degrees Celsius,,Energy sensor,S11,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S12,Immersion heater hours run,,,Hours,,Energy sensor,S12,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S13,Immersion heater hoursr run total,,,Hours,,Energy sensor,S13,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S2,LPHW Return,,,,,Energy sensor,S2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S3,Hot water service flow,,,Degrees Celsius,,Energy sensor,S3,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S4,HWS Return,,,,,Energy sensor,S4,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S5,Room Temp A2,,,Degrees Celsius,,Energy sensor,S5,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S6,Room Temp D31,,,Degrees Celsius,,Energy sensor,S6,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S7,DIX No 1,,,,,Energy sensor,S7,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S8,DIX No 2,,,,,Energy sensor,S8,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/S9,Medium temperature hot water flow temperature,,,Degrees Celsius,,Energy sensor,S9,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/V1,,,,,,Energy sensor,V1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/W1,Summer Switch,,,,,Energy sensor,W1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/W2,HtgOffAutoOn=Auto,,,,,Energy sensor,W2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/W30,Triad switch,,,,,Energy sensor,W30,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/W35,Change duty,,,,,Energy sensor,W35,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/W36,Pump Fail Reset,,,,,Energy sensor,W36,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/W4,HWS OffAutoOn=Auto,,,,,Energy sensor,W4,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/Y1,Trend Thermistor,,,,,Energy sensor,Y1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/Y2,4DIX V,,,,,Energy sensor,Y2,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/Z1,Furness Residence,,,,,Energy sensor,Z1,,,,MC055,Furness Residences,,,0,0,,,,
{6BF82177-CB8B-4774-9B9C-0008202C0CE8},MC055-B01/Z2,HWS Times,,,,,Energy sensor,Z2,,,,MC055,Furness Residences,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/C1,Virtual CNC 1,,,,,Energy sensor,C1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/D1,Window Blinds,,,,,Energy sensor,D1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/D4,Reading Rm Windows,,,,,Energy sensor,D4,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/F1,Function 1,,,,,Energy sensor,F1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/F2,Function 2,,,,,Energy sensor,F2,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/F3,Function 3,,,,,Energy sensor,F3,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/F4,Function 4,,,,,Energy sensor,F4,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/F5,Function 5,,,,,Energy sensor,F5,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/F6,Function 6,,,,,Energy sensor,F6,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/F7,Function 7,,,,,Energy sensor,F7,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/G1,Logic 1,,,,,Energy sensor,G1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/G2,windows open or closed,,,,,Energy sensor,G2,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/G4,Logic 4,,,,,Energy sensor,G4,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/G5,Logic 5,,,,,Energy sensor,G5,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/G6,Logic 6,,,,,Energy sensor,G6,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/G7,Logic 7,,,,,Energy sensor,G7,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/I5,Windows Open -Closed,,,,,Energy sensor,I5,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/I6,Rain Relay 1,,,,,Energy sensor,I6,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/I7,Rain Relay 2,,,,,Energy sensor,I7,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/K1,Blind Position,,,,,Energy sensor,K1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/K3,Reading Rm 1st SP,,,,,Energy sensor,K3,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/K4,Window Position 0-100%,,,,,Energy sensor,K4,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/K5,Wido Delay Close Sec,,,,,Energy sensor,K5,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/K6,Wido Delay open Sec,,,,,Energy sensor,K6,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/N1,IC Comms 1,,,,,Energy sensor,N1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/n1,TREND_04_5E_F7,,,,,Energy sensor,n1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/P1,Light Sensor,,,,,Energy sensor,P1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/P2,Reading Rm Win Pos,,,,,Energy sensor,P2,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/P3,Reading room temp,,,,,Energy sensor,P3,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/P4,Blinds Position,,,,,Energy sensor,P4,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/P5,Sensor 7,,,,,Energy sensor,P5,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/P6,Sensor 8,,,,,Energy sensor,P6,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/Q1,Sequence Table 1,,,,,Energy sensor,Q1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/S10,Light Sensor,,,,,Energy sensor,S10,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/S11,Reading room temp,,,,,Energy sensor,S11,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/S5,Reading Rm Win Pos,,,,,Energy sensor,S5,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/S6,Blinds Position,,,,,Energy sensor,S6,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/S7,Rain Relay 2,,,,,Energy sensor,S7,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/S8,Rain Relay 1,,,,,Energy sensor,S8,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/S9,Light Sensor LUX,,,,,Energy sensor,S9,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/V1,,,,,,Energy sensor,V1,,,,MC065,Library,,,0,0,,,,
{98DE1912-B985-46D7-95C8-00E5D593F1A9},MC065-B10/W1,Summer winter,,,,,Energy sensor,W1,,,,MC065,Library,,,0,0,,,,
